incident_id,datetime_reported,datetime_cleared,duration_min,location_id,road_code,road_name,area,direction,latitude,longitude,incident_type,severity,lanes_blocked,total_lanes,response_time_min,weather_condition,precip_mm,is_peak_hour,source
INC2253,2024-10-12 19:00:00,2024-10-12 19:24:00,24,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26876,55.34036,Stalled Vehicle,Low,1,5,3,Clear,0.0,1,RTA Control Room
INC2196,2024-10-12 21:00:00,2024-10-12 21:52:00,52,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29685,55.35947,Minor Accident,Medium,2,5,5,Clear,0.0,0,RTA Control Room
INC2364,2024-10-14 07:00:00,2024-10-14 07:44:00,44,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.2329,55.33395,Minor Accident,Medium,1,5,7,Sunny,0.0,1,RTA Control Room
INC2197,2024-10-14 08:00:00,2024-10-14 08:09:00,9,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29145,55.3563,Vehicle Breakdown,Low,1,5,4,Hazy,0.0,1,CCTV Detection
INC1951,2024-10-14 13:00:00,2024-10-14 13:08:00,8,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11717,55.20272,Vehicle Fire,High,1,7,10,Sunny,0.0,0,Public Report (app)
INC2254,2024-10-15 20:00:00,2024-10-15 21:16:00,76,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26834,55.33922,Major Accident,High,2,5,8,Clear,0.0,1,CCTV Detection
INC2074,2024-10-15 22:00:00,2024-10-15 22:48:00,48,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14654,55.23866,Vehicle Breakdown,Low,1,5,10,Clear,0.0,0,RTA Control Room
INC1989,2024-10-16 18:00:00,2024-10-16 18:31:00,31,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.12032,55.2005,Vehicle Breakdown,Low,1,7,3,Sunny,0.0,1,Police Report
INC1852,2024-10-16 19:00:00,2024-10-16 19:27:00,27,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21313,55.27693,Debris on Road,Low,1,6,11,Clear,0.0,1,RTA Control Room
INC1908,2024-10-16 20:00:00,2024-10-16 20:15:00,15,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.20891,55.27768,Stalled Vehicle,Low,1,6,9,Clear,0.0,1,RTA Control Room
INC1952,2024-10-17 07:00:00,2024-10-17 07:41:00,41,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.1188,55.19928,Minor Accident,Medium,1,7,9,Sunny,0.0,1,CCTV Detection
INC2499,2024-10-17 19:00:00,2024-10-17 19:26:00,26,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20658,55.24817,Minor Accident,Medium,2,3,6,Clear,0.0,1,CCTV Detection
INC2500,2024-10-17 20:00:00,2024-10-17 22:27:00,147,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20922,55.24534,Major Accident,High,3,3,9,Clear,0.0,1,RTA Control Room
INC2114,2024-10-17 23:00:00,2024-10-17 23:23:00,23,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.99023,55.16947,Debris on Road,Low,1,6,8,Clear,0.0,0,RTA Control Room
INC1808,2024-10-18 08:00:00,2024-10-18 09:06:00,66,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22215,55.28333,Minor Accident,Medium,2,6,14,Sunny,0.0,1,Public Report (app)
INC2415,2024-10-18 23:00:00,2024-10-18 23:21:00,21,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.24135,55.31508,Vehicle Breakdown,Low,1,4,11,Clear,0.0,0,RTA Control Room
INC2365,2024-10-19 08:00:00,2024-10-19 08:39:00,39,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23158,55.33015,Minor Accident,Medium,2,5,11,Sunny,0.0,1,RTA Control Room
INC2416,2024-10-19 10:00:00,2024-10-19 10:51:00,51,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23996,55.31804,Minor Accident,Medium,1,4,10,Sunny,0.0,0,CCTV Detection
INC2075,2024-10-20 18:00:00,2024-10-20 18:42:00,42,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14724,55.23413,Minor Accident,Medium,1,5,9,Sunny,0.0,1,CCTV Detection
INC2460,2024-10-20 19:00:00,2024-10-20 19:27:00,27,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19198,55.28754,Debris on Road,Low,1,5,10,Clear,0.0,1,RTA Control Room
INC1953,2024-10-21 03:00:00,2024-10-21 03:31:00,31,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11626,55.20118,Vehicle Breakdown,Low,1,7,14,Clear,0.0,0,CCTV Detection
INC2302,2024-10-21 16:00:00,2024-10-21 16:05:00,5,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24758,55.35058,Road Closure (Planned),Medium,3,4,4,Sunny,0.0,1,RTA Control Room
INC2198,2024-10-21 16:00:00,2024-10-21 16:17:00,17,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29205,55.35643,Minor Accident,Medium,1,5,5,Sunny,0.0,1,RTA Control Room
INC2366,2024-10-21 17:00:00,2024-10-21 17:07:00,7,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23252,55.32826,Vehicle Breakdown,Low,1,5,13,Sunny,0.0,1,Police Report
INC2303,2024-10-22 06:00:00,2024-10-22 07:13:00,73,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.2481,55.3509,Minor Accident,Medium,2,4,15,Clear,0.0,0,RTA Control Room
INC2367,2024-10-22 19:00:00,2024-10-22 19:32:00,32,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23302,55.33131,Vehicle Breakdown,Low,1,5,12,Clear,0.0,1,RTA Control Room
INC1853,2024-10-22 23:00:00,2024-10-22 23:54:00,54,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21219,55.27852,Minor Accident,Medium,2,6,8,Clear,0.0,0,CCTV Detection
INC2521,2024-10-23 04:00:00,2024-10-23 04:36:00,36,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89572,55.1618,Vehicle Breakdown,Low,1,4,12,Clear,0.0,0,RTA Control Room
INC1764,2024-10-23 07:00:00,2024-10-23 07:47:00,47,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22385,55.2787,Minor Accident,Medium,1,6,12,Partly Cloudy,0.0,1,RTA Control Room
INC2115,2024-10-23 12:00:00,2024-10-23 12:35:00,35,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.99064,55.17269,Minor Accident,Medium,1,6,12,Sunny,0.0,0,Public Report (app)
INC1809,2024-10-24 00:00:00,2024-10-24 00:41:00,41,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22288,55.28487,Debris on Road,Low,1,6,19,Clear,0.0,0,Police Report
INC2139,2024-10-24 06:00:00,2024-10-24 06:41:00,41,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.17053,55.44254,Minor Accident,Medium,2,5,5,Clear,0.0,0,Police Report
INC1765,2024-10-24 09:00:00,2024-10-24 09:23:00,23,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22365,55.28343,Minor Accident,Medium,2,6,15,Sunny,0.0,1,CCTV Detection
INC2368,2024-10-24 09:00:00,2024-10-24 09:24:00,24,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.22993,55.32919,Debris on Road,Low,1,5,8,Sunny,0.0,1,RTA Control Room
INC2501,2024-10-24 11:00:00,2024-10-24 11:17:00,17,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20468,55.24866,Stalled Vehicle,Low,1,3,3,Sunny,0.0,0,Public Report (app)
INC2522,2024-10-24 21:00:00,2024-10-24 21:30:00,30,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89553,55.16323,Vehicle Breakdown,Low,1,4,12,Clear,0.0,0,Police Report
INC2461,2024-10-25 03:00:00,2024-10-25 05:26:00,146,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.18804,55.287,Major Accident,High,3,5,5,Clear,0.0,0,RTA Control Room
INC2304,2024-10-25 09:00:00,2024-10-25 09:26:00,26,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24865,55.34938,Vehicle Breakdown,Low,1,4,6,Sunny,0.0,1,RTA Control Room
INC2523,2024-10-25 17:00:00,2024-10-25 17:35:00,35,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89383,55.16022,Minor Accident,Medium,2,4,9,Sunny,0.0,1,Police Report
INC1954,2024-10-25 21:00:00,2024-10-25 21:06:00,6,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11458,55.19569,Minor Accident,Medium,2,7,10,Clear,0.0,0,Public Report (app)
INC1990,2024-10-26 16:00:00,2024-10-26 16:11:00,11,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11649,55.20267,Vehicle Breakdown,Low,1,7,9,Partly Cloudy,0.0,1,CCTV Detection
INC2031,2024-10-26 19:00:00,2024-10-26 19:34:00,34,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18674,55.26916,Vehicle Breakdown,Low,1,5,10,Clear,0.0,1,Public Report (app)
INC1854,2024-10-26 22:00:00,2024-10-26 22:19:00,19,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.20805,55.27967,Vehicle Breakdown,Low,1,6,10,Clear,0.0,0,CCTV Detection
INC2305,2024-10-26 23:00:00,2024-10-27 00:53:00,113,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24844,55.35235,Flooding,High,3,4,8,Clear,0.0,0,RTA Control Room
INC2140,2024-10-27 17:00:00,2024-10-27 17:23:00,23,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.17049,55.44128,Vehicle Breakdown,Low,1,5,12,Partly Cloudy,0.0,1,Public Report (app)
INC1991,2024-10-27 18:00:00,2024-10-27 18:13:00,13,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11657,55.20171,Minor Accident,Medium,2,7,7,Sunny,0.0,1,Public Report (app)
INC2076,2024-10-27 19:00:00,2024-10-27 19:35:00,35,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15082,55.23664,Vehicle Breakdown,Low,1,5,4,Clear,0.0,1,Public Report (app)
INC2032,2024-10-27 20:00:00,2024-10-27 20:48:00,48,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18248,55.26976,Minor Accident,Medium,1,5,6,Clear,0.0,1,RTA Control Room
INC2116,2024-10-28 07:00:00,2024-10-28 07:38:00,38,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.9866,55.17196,Vehicle Breakdown,Low,1,6,10,Sunny,0.0,1,RTA Control Room
INC2417,2024-10-28 17:00:00,2024-10-28 17:28:00,28,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23872,55.3184,Vehicle Breakdown,Low,1,4,10,Sunny,0.0,1,Public Report (app)
INC2199,2024-10-28 17:00:00,2024-10-28 17:28:00,28,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29321,55.35355,Stalled Vehicle,Low,1,5,13,Sunny,0.0,1,RTA Control Room
INC2117,2024-10-28 19:00:00,2024-10-28 19:07:00,7,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98892,55.174,Minor Accident,Medium,2,6,14,Clear,0.0,1,Public Report (app)
INC1992,2024-10-29 00:00:00,2024-10-29 00:30:00,30,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.1194,55.20091,Stalled Vehicle,Low,1,7,14,Clear,0.0,0,Police Report
INC2141,2024-10-30 22:00:00,2024-10-30 22:36:00,36,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.16963,55.43545,Vehicle Breakdown,Low,1,5,11,Clear,0.0,0,RTA Control Room
INC1766,2024-10-31 08:00:00,2024-10-31 08:32:00,32,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22644,55.28011,Minor Accident,Medium,1,6,14,Sunny,0.0,1,Public Report (app)
INC2255,2024-10-31 08:00:00,2024-10-31 08:39:00,39,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26496,55.33891,Vehicle Breakdown,Low,1,5,3,Sunny,0.0,1,RTA Control Room
INC2200,2024-10-31 16:00:00,2024-10-31 16:38:00,38,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29587,55.35484,Vehicle Breakdown,Low,1,5,7,Sunny,0.0,1,RTA Control Room
INC2033,2024-10-31 18:00:00,2024-10-31 18:35:00,35,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18683,55.26579,Vehicle Breakdown,Low,1,5,3,Sunny,0.0,1,RTA Control Room
INC2462,2024-10-31 18:00:00,2024-10-31 18:49:00,49,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19339,55.29169,Minor Accident,Medium,1,5,9,Sunny,0.0,1,Police Report
INC2306,2024-11-01 07:00:00,2024-11-01 07:31:00,31,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.2502,55.34992,Minor Accident,Medium,1,4,12,Partly Cloudy,0.0,1,RTA Control Room
INC1993,2024-11-01 09:00:00,2024-11-01 14:33:00,333,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11517,55.20539,Road Closure (Planned),Medium,3,7,6,Sunny,0.0,1,CCTV Detection
INC2256,2024-11-01 19:00:00,2024-11-01 19:06:00,6,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.2676,55.33523,Vehicle Fire,High,2,5,15,Clear,0.0,1,Police Report
INC2257,2024-11-02 09:00:00,2024-11-02 09:25:00,25,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26632,55.33724,Vehicle Breakdown,Low,1,5,4,Partly Cloudy,0.0,1,RTA Control Room
INC2258,2024-11-02 16:00:00,2024-11-02 16:42:00,42,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26827,55.33667,Debris on Road,Low,1,5,3,Sunny,0.0,1,Police Report
INC2034,2024-11-02 18:00:00,2024-11-02 18:16:00,16,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18314,55.26932,Vehicle Breakdown,Low,1,5,12,Sunny,0.0,1,RTA Control Room
INC2035,2024-11-02 21:00:00,2024-11-02 21:24:00,24,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18407,55.26847,Vehicle Breakdown,Low,1,5,3,Clear,0.0,0,RTA Control Room
INC2418,2024-11-03 19:00:00,2024-11-03 19:37:00,37,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.2394,55.31804,Minor Accident,Medium,2,4,10,Clear,0.0,1,CCTV Detection
INC2524,2024-11-04 05:00:00,2024-11-04 05:19:00,19,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89591,55.16308,Vehicle Breakdown,Low,1,4,3,Clear,0.0,0,RTA Control Room
INC1855,2024-11-04 17:00:00,2024-11-04 17:27:00,27,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.2139,55.28022,Vehicle Breakdown,Low,1,6,8,Sunny,0.0,1,RTA Control Room
INC2307,2024-11-05 09:00:00,2024-11-05 09:29:00,29,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24498,55.35363,Vehicle Breakdown,Low,1,4,16,Sunny,0.0,1,Public Report (app)
INC1994,2024-11-05 10:00:00,2024-11-05 10:51:00,51,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11639,55.20211,Vehicle Breakdown,Low,1,7,14,Sunny,0.0,0,Police Report
INC1767,2024-11-05 12:00:00,2024-11-05 13:08:00,68,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.2259,55.28406,Minor Accident,Medium,1,6,11,Sunny,0.0,0,RTA Control Room
INC2463,2024-11-05 16:00:00,2024-11-05 17:32:00,92,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19214,55.29216,Major Accident,High,2,5,6,Sunny,0.0,1,RTA Control Room
INC2369,2024-11-05 16:00:00,2024-11-05 16:42:00,42,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.2322,55.32916,Minor Accident,Medium,1,5,12,Sunny,0.0,1,Police Report
INC1955,2024-11-06 01:00:00,2024-11-06 02:24:00,84,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.1147,55.19904,Road Closure (Planned),Medium,5,7,6,Clear,0.0,0,RTA Control Room
INC1956,2024-11-06 08:00:00,2024-11-06 08:29:00,29,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.12067,55.20222,Debris on Road,Low,1,7,4,Partly Cloudy,0.0,1,Police Report
INC1768,2024-11-06 10:00:00,2024-11-06 10:41:00,41,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22186,55.28126,Minor Accident,Medium,2,6,7,Hazy,0.0,0,RTA Control Room
INC1995,2024-11-06 12:00:00,2024-11-06 12:22:00,22,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11888,55.201,Vehicle Breakdown,Low,1,7,16,Sunny,0.0,0,RTA Control Room
INC1769,2024-11-07 08:00:00,2024-11-07 08:19:00,19,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22196,55.28218,Vehicle Breakdown,Low,1,6,9,Sunny,0.0,1,CCTV Detection
INC1909,2024-11-07 23:00:00,2024-11-07 23:42:00,42,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21279,55.28385,Minor Accident,Medium,1,6,9,Clear,0.0,0,RTA Control Room
INC1856,2024-11-08 09:00:00,2024-11-08 12:23:00,203,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21339,55.27947,Road Closure (Planned),Medium,4,6,6,Partly Cloudy,0.0,1,CCTV Detection
INC2370,2024-11-08 12:00:00,2024-11-08 12:39:00,39,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.2331,55.33276,Vehicle Breakdown,Low,1,5,13,Sunny,0.0,0,RTA Control Room
INC2525,2024-11-09 01:00:00,2024-11-09 01:29:00,29,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89482,55.1609,Vehicle Breakdown,Low,1,4,13,Clear,0.0,0,RTA Control Room
INC2419,2024-11-09 11:00:00,2024-11-09 11:41:00,41,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23956,55.31644,Minor Accident,Medium,2,4,11,Partly Cloudy,0.0,0,Public Report (app)
INC2502,2024-11-09 20:00:00,2024-11-09 20:41:00,41,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20802,55.24697,Vehicle Breakdown,Low,1,3,9,Clear,0.0,1,RTA Control Room
INC2118,2024-11-10 05:00:00,2024-11-10 05:16:00,16,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.99114,55.17106,Minor Accident,Medium,2,6,22,Fog,0.0,0,RTA Control Room
INC2201,2024-11-10 08:00:00,2024-11-10 08:10:00,10,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29376,55.35601,Stalled Vehicle,Low,1,5,10,Fog,0.0,1,CCTV Detection
INC1857,2024-11-10 20:00:00,2024-11-10 20:30:00,30,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21108,55.27804,Vehicle Breakdown,Low,1,6,6,Clear,0.0,1,RTA Control Room
INC1996,2024-11-11 16:00:00,2024-11-11 16:49:00,49,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11929,55.20098,Vehicle Breakdown,Low,1,7,11,Sunny,0.0,1,Police Report
INC1910,2024-11-11 18:00:00,2024-11-11 18:25:00,25,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21096,55.27842,Minor Accident,Medium,2,6,9,Sunny,0.0,1,CCTV Detection
INC1810,2024-11-12 03:00:00,2024-11-12 03:35:00,35,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22294,55.28271,Minor Accident,Medium,1,6,14,Fog,0.0,0,RTA Control Room
INC2526,2024-11-12 05:00:00,2024-11-12 05:24:00,24,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89654,55.16144,Vehicle Breakdown,Low,1,4,11,Fog,0.0,0,Public Report (app)
INC2308,2024-11-12 07:00:00,2024-11-12 07:45:00,45,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.25166,55.35465,Minor Accident,Medium,2,4,6,Fog,0.0,1,Public Report (app)
INC2119,2024-11-12 07:00:00,2024-11-12 08:48:00,108,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98894,55.16929,Major Accident,High,2,6,20,Fog,0.0,1,Police Report
INC2259,2024-11-12 18:00:00,2024-11-12 21:57:00,237,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26865,55.34293,Road Closure (Planned),Medium,2,5,10,Sunny,0.0,1,CCTV Detection
INC1997,2024-11-13 17:00:00,2024-11-13 17:14:00,14,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11835,55.20306,Vehicle Breakdown,Low,1,7,9,Sunny,0.0,1,Police Report
INC2077,2024-11-13 17:00:00,2024-11-13 17:37:00,37,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15209,55.23934,Minor Accident,Medium,2,5,7,Sunny,0.0,1,RTA Control Room
INC2036,2024-11-13 19:00:00,2024-11-13 19:39:00,39,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18826,55.26998,Vehicle Breakdown,Low,1,5,11,Clear,0.0,1,RTA Control Room
INC2420,2024-11-15 21:00:00,2024-11-15 21:05:00,5,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23976,55.3177,Debris on Road,Low,1,4,14,Clear,0.0,0,CCTV Detection
INC1998,2024-11-16 12:00:00,2024-11-16 12:40:00,40,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.1169,55.20281,Minor Accident,Medium,2,7,7,Sunny,0.0,0,Public Report (app)
INC2464,2024-11-16 12:00:00,2024-11-16 12:08:00,8,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19002,55.28885,Vehicle Breakdown,Low,1,5,4,Sunny,0.0,0,RTA Control Room
INC1811,2024-11-16 20:00:00,2024-11-16 20:15:00,15,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.2235,55.28269,Vehicle Breakdown,Low,1,6,12,Clear,0.0,1,RTA Control Room
INC2120,2024-11-17 02:00:00,2024-11-17 07:02:00,302,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98939,55.17181,Road Closure (Planned),Medium,3,6,13,Clear,0.0,0,RTA Control Room
INC1770,2024-11-17 18:00:00,2024-11-17 18:26:00,26,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22165,55.27943,Vehicle Breakdown,Low,1,6,17,Sunny,0.0,1,Police Report
INC1957,2024-11-18 00:00:00,2024-11-18 00:39:00,39,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.1184,55.19706,Vehicle Breakdown,Low,1,7,12,Clear,0.0,0,Police Report
INC2260,2024-11-18 07:00:00,2024-11-18 07:31:00,31,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26965,55.34079,Minor Accident,Medium,1,5,11,Sunny,0.0,1,RTA Control Room
INC2503,2024-11-18 08:00:00,2024-11-18 08:37:00,37,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20853,55.24809,Vehicle Breakdown,Low,1,3,7,Partly Cloudy,0.0,1,CCTV Detection
INC2202,2024-11-18 08:00:00,2024-11-18 08:22:00,22,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29455,55.35201,Debris on Road,Low,1,5,10,Partly Cloudy,0.0,1,RTA Control Room
INC2078,2024-11-18 22:00:00,2024-11-18 22:36:00,36,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15071,55.23599,Vehicle Breakdown,Low,1,5,11,Clear,0.0,0,RTA Control Room
INC2079,2024-11-19 18:00:00,2024-11-19 18:32:00,32,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.1509,55.23491,Vehicle Breakdown,Low,1,5,7,Partly Cloudy,0.0,1,Police Report
INC1812,2024-11-20 06:00:00,2024-11-20 07:31:00,91,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22339,55.28251,Road Closure (Planned),Medium,2,6,6,Fog,0.0,0,CCTV Detection
INC2203,2024-11-20 07:00:00,2024-11-20 07:42:00,42,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29277,55.35528,Minor Accident,Medium,2,5,11,Fog,0.0,1,Police Report
INC2309,2024-11-20 07:00:00,2024-11-20 07:36:00,36,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24986,55.35137,Vehicle Breakdown,Low,1,4,15,Fog,0.0,1,RTA Control Room
INC2204,2024-11-20 08:00:00,2024-11-20 08:23:00,23,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29411,55.35273,Minor Accident,Medium,1,5,12,Fog,0.0,1,Public Report (app)
INC2421,2024-11-20 17:00:00,2024-11-20 17:57:00,57,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23647,55.3161,Major Accident,High,2,4,8,Partly Cloudy,0.0,1,RTA Control Room
INC2527,2024-11-21 05:00:00,2024-11-21 09:39:00,279,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89835,55.15972,Road Closure (Planned),Medium,4,4,10,Clear,0.0,0,RTA Control Room
INC1999,2024-11-21 14:00:00,2024-11-21 14:35:00,35,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11484,55.19646,Stalled Vehicle,Low,1,7,12,Sunny,0.0,0,Police Report
INC2371,2024-11-21 18:00:00,2024-11-21 18:21:00,21,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23255,55.3283,Vehicle Breakdown,Low,1,5,10,Partly Cloudy,0.0,1,RTA Control Room
INC2000,2024-11-21 20:00:00,2024-11-21 20:28:00,28,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.12071,55.20227,Vehicle Breakdown,Low,1,7,7,Clear,0.0,1,Police Report
