date,year,month,day,day_of_week,is_weekend,is_public_holiday,holiday_name,is_ramadan,school_status,is_dsf,rain_event,rain_severity,dust_severity
2025-01-02,2025,1,2,Thursday,0,0,,0,Winter Break,1,,0,0
2025-01-03,2025,1,3,Friday,0,0,,0,In Session,1,,0,0
2025-01-04,2025,1,4,Saturday,1,0,,0,In Session,1,,0,0
2025-01-05,2025,1,5,Sunday,1,0,,0,In Session,1,,0,0
2025-01-06,2025,1,6,Monday,0,0,,0,In Session,1,,0,0
2025-01-07,2025,1,7,Tuesday,0,0,,0,In Session,1,,0,0
2025-01-08,2025,1,8,Wednesday,0,0,,0,In Session,1,,0,0
2025-01-09,2025,1,9,Thursday,0,0,,0,In Session,1,,0,0
2025-01-10,2025,1,10,Friday,0,0,,0,In Session,1,,0,0
2025-01-11,2025,1,11,Saturday,1,0,,0,In Session,1,,0,0
2025-01-12,2025,1,12,Sunday,1,0,,0,In Session,1,Winter rain,2,0
2025-01-13,2025,1,13,Monday,0,0,,0,In Session,1,,0,0
2025-01-14,2025,1,14,Tuesday,0,0,,0,In Session,1,,0,0
2025-01-15,2025,1,15,Wednesday,0,0,,0,In Session,1,,0,0
2025-01-16,2025,1,16,Thursday,0,0,,0,In Session,1,,0,0
2025-01-17,2025,1,17,Friday,0,0,,0,In Session,1,,0,0
2025-01-18,2025,1,18,Saturday,1,0,,0,In Session,1,,0,0
2025-01-19,2025,1,19,Sunday,1,0,,0,In Session,1,,0,0
2025-01-20,2025,1,20,Monday,0,0,,0,In Session,1,,0,0
2025-01-21,2025,1,21,Tuesday,0,0,,0,In Session,1,,0,0
2025-01-22,2025,1,22,Wednesday,0,0,,0,In Session,1,,0,0
2025-01-23,2025,1,23,Thursday,0,0,,0,In Session,1,,0,0
2025-01-24,2025,1,24,Friday,0,0,,0,In Session,1,,0,0
2025-01-25,2025,1,25,Saturday,1,0,,0,In Session,1,,0,0
2025-01-26,2025,1,26,Sunday,1,0,,0,In Session,1,,0,0
2025-01-27,2025,1,27,Monday,0,0,,0,In Session,1,,0,0
2025-01-28,2025,1,28,Tuesday,0,0,,0,In Session,1,,0,0
2025-01-29,2025,1,29,Wednesday,0,0,,0,In Session,1,,0,0
2025-01-30,2025,1,30,Thursday,0,0,,0,In Session,1,,0,0
2025-01-31,2025,1,31,Friday,0,0,,0,In Session,1,,0,0
2025-02-01,2025,2,1,Saturday,1,0,,0,In Session,1,,0,0
2025-02-02,2025,2,2,Sunday,1,0,,0,In Session,1,,0,0
2025-02-03,2025,2,3,Monday,0,0,,0,In Session,1,,0,0
2025-02-04,2025,2,4,Tuesday,0,0,,0,In Session,1,,0,0
2025-02-05,2025,2,5,Wednesday,0,0,,0,In Session,1,,0,0
2025-02-06,2025,2,6,Thursday,0,0,,0,In Session,0,,0,0
2025-02-07,2025,2,7,Friday,0,0,,0,In Session,0,,0,0
2025-02-08,2025,2,8,Saturday,1,0,,0,In Session,0,,0,0
2025-02-09,2025,2,9,Sunday,1,0,,0,In Session,0,,0,0
2025-02-10,2025,2,10,Monday,0,0,,0,In Session,0,,0,0
2025-02-11,2025,2,11,Tuesday,0,0,,0,In Session,0,,0,0
2025-02-12,2025,2,12,Wednesday,0,0,,0,In Session,0,,0,0
2025-02-13,2025,2,13,Thursday,0,0,,0,In Session,0,,0,0
2025-02-14,2025,2,14,Friday,0,0,,0,In Session,0,,0,0
2025-02-15,2025,2,15,Saturday,1,0,,0,In Session,0,,0,0
2025-02-16,2025,2,16,Sunday,1,0,,0,In Session,0,,0,0
2025-02-17,2025,2,17,Monday,0,0,,0,In Session,0,,0,0
2025-02-18,2025,2,18,Tuesday,0,0,,0,In Session,0,,0,0
2025-02-19,2025,2,19,Wednesday,0,0,,0,In Session,0,,0,0
2025-02-20,2025,2,20,Thursday,0,0,,0,In Session,0,Winter storm,3,0
2025-02-21,2025,2,21,Friday,0,0,,0,In Session,0,,0,0
2025-02-22,2025,2,22,Saturday,1,0,,0,In Session,0,,0,0
2025-02-23,2025,2,23,Sunday,1,0,,0,In Session,0,,0,0
2025-02-24,2025,2,24,Monday,0,0,,0,In Session,0,,0,0
2025-02-25,2025,2,25,Tuesday,0,0,,0,In Session,0,,0,0
2025-02-26,2025,2,26,Wednesday,0,0,,0,In Session,0,,0,0
2025-02-27,2025,2,27,Thursday,0,0,,0,In Session,0,,0,0
2025-02-28,2025,2,28,Friday,0,0,,0,In Session,0,,0,0
2025-03-01,2025,3,1,Saturday,1,0,,1,In Session,0,,0,0
2025-03-02,2025,3,2,Sunday,1,0,,1,In Session,0,,0,0
2025-03-03,2025,3,3,Monday,0,0,,1,In Session,0,,0,0
2025-03-04,2025,3,4,Tuesday,0,0,,1,In Session,0,,0,0
2025-03-05,2025,3,5,Wednesday,0,0,,1,In Session,0,,0,0
2025-03-06,2025,3,6,Thursday,0,0,,1,In Session,0,,0,0
2025-03-07,2025,3,7,Friday,0,0,,1,In Session,0,,0,0
2025-03-08,2025,3,8,Saturday,1,0,,1,In Session,0,,0,0
2025-03-09,2025,3,9,Sunday,1,0,,1,In Session,0,,0,0
2025-03-10,2025,3,10,Monday,0,0,,1,In Session,0,,0,0
2025-03-11,2025,3,11,Tuesday,0,0,,1,In Session,0,,0,0
2025-03-12,2025,3,12,Wednesday,0,0,,1,In Session,0,,0,0
2025-03-13,2025,3,13,Thursday,0,0,,1,In Session,0,,0,0
2025-03-14,2025,3,14,Friday,0,0,,1,In Session,0,,0,0
2025-03-15,2025,3,15,Saturday,1,0,,1,In Session,0,,0,0
2025-03-16,2025,3,16,Sunday,1,0,,1,In Session,0,,0,0
2025-03-17,2025,3,17,Monday,0,0,,1,In Session,0,,0,2
2025-03-18,2025,3,18,Tuesday,0,0,,1,In Session,0,,0,0
2025-03-19,2025,3,19,Wednesday,0,0,,1,In Session,0,,0,0
2025-03-20,2025,3,20,Thursday,0,0,,1,In Session,0,,0,0
2025-03-21,2025,3,21,Friday,0,0,,1,In Session,0,,0,0
2025-03-22,2025,3,22,Saturday,1,0,,1,In Session,0,,0,0
2025-03-23,2025,3,23,Sunday,1,0,,1,In Session,0,,0,0
2025-03-24,2025,3,24,Monday,0,0,,1,In Session,0,,0,0
2025-03-25,2025,3,25,Tuesday,0,0,,1,Spring Break,0,,0,0
2025-03-26,2025,3,26,Wednesday,0,0,,1,Spring Break,0,,0,0
2025-03-27,2025,3,27,Thursday,0,0,,1,Spring Break,0,,0,0
2025-03-28,2025,3,28,Friday,0,0,,1,Spring Break,0,,0,0
2025-03-29,2025,3,29,Saturday,1,0,,1,Spring Break,0,,0,0
2025-03-30,2025,3,30,Sunday,1,1,Eid Al Fitr,0,Spring Break,0,,0,0
2025-03-31,2025,3,31,Monday,0,1,Eid Al Fitr,0,Spring Break,0,,0,0
2025-04-01,2025,4,1,Tuesday,0,1,Eid Al Fitr,0,In Session,0,,0,0
2025-04-02,2025,4,2,Wednesday,0,1,Eid Al Fitr,0,In Session,0,Spring rain,2,0
2025-04-03,2025,4,3,Thursday,0,0,,0,In Session,0,,0,0
2025-04-04,2025,4,4,Friday,0,0,,0,In Session,0,,0,0
2025-04-05,2025,4,5,Saturday,1,0,,0,In Session,0,,0,0
2025-04-06,2025,4,6,Sunday,1,0,,0,In Session,0,,0,0
2025-04-07,2025,4,7,Monday,0,0,,0,In Session,0,,0,0
2025-04-08,2025,4,8,Tuesday,0,0,,0,In Session,0,,0,0
2025-04-09,2025,4,9,Wednesday,0,0,,0,In Session,0,,0,0
2025-04-10,2025,4,10,Thursday,0,0,,0,In Session,0,,0,0
2025-04-11,2025,4,11,Friday,0,0,,0,In Session,0,,0,0
2025-04-12,2025,4,12,Saturday,1,0,,0,In Session,0,,0,0
2025-04-13,2025,4,13,Sunday,1,0,,0,In Session,0,,0,0
2025-04-14,2025,4,14,Monday,0,0,,0,In Session,0,,0,0
2025-04-15,2025,4,15,Tuesday,0,0,,0,In Session,0,,0,0
2025-04-16,2025,4,16,Wednesday,0,0,,0,In Session,0,,0,0
2025-04-17,2025,4,17,Thursday,0,0,,0,In Session,0,,0,0
2025-04-18,2025,4,18,Friday,0,0,,0,In Session,0,,0,0
2025-04-19,2025,4,19,Saturday,1,0,,0,In Session,0,,0,0
2025-04-20,2025,4,20,Sunday,1,0,,0,In Session,0,,0,0
2025-04-21,2025,4,21,Monday,0,0,,0,In Session,0,,0,0
2025-04-22,2025,4,22,Tuesday,0,0,,0,In Session,0,,0,0
2025-04-23,2025,4,23,Wednesday,0,0,,0,In Session,0,,0,0
2025-04-24,2025,4,24,Thursday,0,0,,0,In Session,0,,0,0
2025-04-25,2025,4,25,Friday,0,0,,0,In Session,0,,0,0
2025-04-26,2025,4,26,Saturday,1,0,,0,In Session,0,,0,0
2025-04-27,2025,4,27,Sunday,1,0,,0,In Session,0,,0,0
2025-04-28,2025,4,28,Monday,0,0,,0,In Session,0,,0,0
2025-04-29,2025,4,29,Tuesday,0,0,,0,In Session,0,,0,0
2025-04-30,2025,4,30,Wednesday,0,0,,0,In Session,0,,0,0
2025-05-01,2025,5,1,Thursday,0,0,,0,In Session,0,,0,0
2025-05-02,2025,5,2,Friday,0,0,,0,In Session,0,,0,0
2025-05-03,2025,5,3,Saturday,1,0,,0,In Session,0,,0,0
2025-05-04,2025,5,4,Sunday,1,0,,0,In Session,0,,0,0
2025-05-05,2025,5,5,Monday,0,0,,0,In Session,0,,0,0
2025-05-06,2025,5,6,Tuesday,0,0,,0,In Session,0,,0,0
2025-05-07,2025,5,7,Wednesday,0,0,,0,In Session,0,,0,0
2025-05-08,2025,5,8,Thursday,0,0,,0,In Session,0,,0,0
2025-05-09,2025,5,9,Friday,0,0,,0,In Session,0,,0,0
2025-05-10,2025,5,10,Saturday,1,0,,0,In Session,0,,0,0
2025-05-11,2025,5,11,Sunday,1,0,,0,In Session,0,,0,0
2025-05-12,2025,5,12,Monday,0,0,,0,In Session,0,,0,0
2025-05-13,2025,5,13,Tuesday,0,0,,0,In Session,0,,0,0
2025-05-14,2025,5,14,Wednesday,0,0,,0,In Session,0,,0,0
2025-05-15,2025,5,15,Thursday,0,0,,0,In Session,0,,0,0
2025-05-16,2025,5,16,Friday,0,0,,0,In Session,0,,0,0
2025-05-17,2025,5,17,Saturday,1,0,,0,In Session,0,,0,0
2025-05-18,2025,5,18,Sunday,1,0,,0,In Session,0,,0,0
2025-05-19,2025,5,19,Monday,0,0,,0,In Session,0,,0,0
2025-05-20,2025,5,20,Tuesday,0,0,,0,In Session,0,,0,0
2025-05-21,2025,5,21,Wednesday,0,0,,0,In Session,0,,0,0
2025-05-22,2025,5,22,Thursday,0,0,,0,In Session,0,,0,0
2025-05-23,2025,5,23,Friday,0,0,,0,In Session,0,,0,0
2025-05-24,2025,5,24,Saturday,1,0,,0,In Session,0,,0,0
2025-05-25,2025,5,25,Sunday,1,0,,0,In Session,0,,0,0
2025-05-26,2025,5,26,Monday,0,0,,0,In Session,0,,0,0
2025-05-27,2025,5,27,Tuesday,0,0,,0,In Session,0,,0,0
2025-05-28,2025,5,28,Wednesday,0,0,,0,In Session,0,,0,0
2025-05-29,2025,5,29,Thursday,0,0,,0,In Session,0,,0,0
2025-05-30,2025,5,30,Friday,0,0,,0,In Session,0,,0,0
2025-05-31,2025,5,31,Saturday,1,0,,0,In Session,0,,0,0
2025-06-01,2025,6,1,Sunday,1,0,,0,In Session,0,,0,0
2025-06-02,2025,6,2,Monday,0,0,,0,In Session,0,,0,0
2025-06-03,2025,6,3,Tuesday,0,0,,0,In Session,0,,0,0
2025-06-04,2025,6,4,Wednesday,0,0,,0,In Session,0,,0,0
2025-06-05,2025,6,5,Thursday,0,1,Eid Al Adha,0,In Session,0,,0,0
2025-06-06,2025,6,6,Friday,0,1,Eid Al Adha,0,In Session,0,,0,0
2025-06-07,2025,6,7,Saturday,1,1,Eid Al Adha,0,In Session,0,,0,0
2025-06-08,2025,6,8,Sunday,1,1,Eid Al Adha,0,In Session,0,,0,0
2025-06-09,2025,6,9,Monday,0,1,Eid Al Adha,0,In Session,0,,0,0
2025-06-10,2025,6,10,Tuesday,0,0,,0,In Session,0,,0,3
2025-06-11,2025,6,11,Wednesday,0,0,,0,In Session,0,,0,0
2025-06-12,2025,6,12,Thursday,0,0,,0,In Session,0,,0,0
2025-06-13,2025,6,13,Friday,0,0,,0,In Session,0,,0,0
2025-06-14,2025,6,14,Saturday,1,0,,0,In Session,0,,0,0
2025-06-15,2025,6,15,Sunday,1,0,,0,In Session,0,,0,0
2025-06-16,2025,6,16,Monday,0,0,,0,In Session,0,,0,0
2025-06-17,2025,6,17,Tuesday,0,0,,0,In Session,0,,0,0
2025-06-18,2025,6,18,Wednesday,0,0,,0,In Session,0,,0,0
2025-06-19,2025,6,19,Thursday,0,0,,0,In Session,0,,0,0
2025-06-20,2025,6,20,Friday,0,0,,0,In Session,0,,0,0
2025-06-21,2025,6,21,Saturday,1,0,,0,In Session,0,,0,0
2025-06-22,2025,6,22,Sunday,1,0,,0,In Session,0,,0,0
2025-06-23,2025,6,23,Monday,0,0,,0,In Session,0,,0,0
2025-06-24,2025,6,24,Tuesday,0,0,,0,In Session,0,,0,0
2025-06-25,2025,6,25,Wednesday,0,0,,0,In Session,0,,0,0
2025-06-26,2025,6,26,Thursday,0,1,Hijri New Year,0,In Session,0,,0,0
2025-06-27,2025,6,27,Friday,0,0,,0,In Session,0,,0,0
2025-06-28,2025,6,28,Saturday,1,0,,0,In Session,0,,0,0
2025-06-29,2025,6,29,Sunday,1,0,,0,In Session,0,,0,0
2025-06-30,2025,6,30,Monday,0,0,,0,In Session,0,,0,0
2025-07-01,2025,7,1,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-07-02,2025,7,2,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-07-03,2025,7,3,Thursday,0,0,,0,Summer Break,0,,0,0
2025-07-04,2025,7,4,Friday,0,0,,0,Summer Break,0,,0,0
2025-07-05,2025,7,5,Saturday,1,0,,0,Summer Break,0,,0,0
2025-07-06,2025,7,6,Sunday,1,0,,0,Summer Break,0,,0,0
2025-07-07,2025,7,7,Monday,0,0,,0,Summer Break,0,,0,0
2025-07-08,2025,7,8,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-07-09,2025,7,9,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-07-10,2025,7,10,Thursday,0,0,,0,Summer Break,0,,0,0
2025-07-11,2025,7,11,Friday,0,0,,0,Summer Break,0,,0,0
2025-07-12,2025,7,12,Saturday,1,0,,0,Summer Break,0,,0,0
2025-07-13,2025,7,13,Sunday,1,0,,0,Summer Break,0,,0,0
2025-07-14,2025,7,14,Monday,0,0,,0,Summer Break,0,,0,0
2025-07-15,2025,7,15,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-07-16,2025,7,16,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-07-17,2025,7,17,Thursday,0,0,,0,Summer Break,0,,0,0
2025-07-18,2025,7,18,Friday,0,0,,0,Summer Break,0,,0,0
2025-07-19,2025,7,19,Saturday,1,0,,0,Summer Break,0,,0,0
2025-07-20,2025,7,20,Sunday,1,0,,0,Summer Break,0,,0,0
2025-07-21,2025,7,21,Monday,0,0,,0,Summer Break,0,,0,0
2025-07-22,2025,7,22,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-07-23,2025,7,23,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-07-24,2025,7,24,Thursday,0,0,,0,Summer Break,0,,0,0
2025-07-25,2025,7,25,Friday,0,0,,0,Summer Break,0,,0,0
2025-07-26,2025,7,26,Saturday,1,0,,0,Summer Break,0,,0,0
2025-07-27,2025,7,27,Sunday,1,0,,0,Summer Break,0,,0,0
2025-07-28,2025,7,28,Monday,0,0,,0,Summer Break,0,,0,0
2025-07-29,2025,7,29,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-07-30,2025,7,30,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-07-31,2025,7,31,Thursday,0,0,,0,Summer Break,0,,0,0
2025-08-01,2025,8,1,Friday,0,0,,0,Summer Break,0,,0,0
2025-08-02,2025,8,2,Saturday,1,0,,0,Summer Break,0,,0,0
2025-08-03,2025,8,3,Sunday,1,0,,0,Summer Break,0,,0,0
2025-08-04,2025,8,4,Monday,0,0,,0,Summer Break,0,,0,0
2025-08-05,2025,8,5,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-08-06,2025,8,6,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-08-07,2025,8,7,Thursday,0,0,,0,Summer Break,0,,0,0
2025-08-08,2025,8,8,Friday,0,0,,0,Summer Break,0,,0,0
2025-08-09,2025,8,9,Saturday,1,0,,0,Summer Break,0,,0,0
2025-08-10,2025,8,10,Sunday,1,0,,0,Summer Break,0,,0,0
2025-08-11,2025,8,11,Monday,0,0,,0,Summer Break,0,,0,0
2025-08-12,2025,8,12,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-08-13,2025,8,13,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-08-14,2025,8,14,Thursday,0,0,,0,Summer Break,0,,0,0
2025-08-15,2025,8,15,Friday,0,0,,0,Summer Break,0,,0,0
2025-08-16,2025,8,16,Saturday,1,0,,0,Summer Break,0,,0,0
2025-08-17,2025,8,17,Sunday,1,0,,0,Summer Break,0,,0,0
2025-08-18,2025,8,18,Monday,0,0,,0,Summer Break,0,,0,0
2025-08-19,2025,8,19,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-08-20,2025,8,20,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-08-21,2025,8,21,Thursday,0,0,,0,Summer Break,0,,0,0
2025-08-22,2025,8,22,Friday,0,0,,0,Summer Break,0,,0,0
2025-08-23,2025,8,23,Saturday,1,0,,0,Summer Break,0,,0,0
2025-08-24,2025,8,24,Sunday,1,0,,0,Summer Break,0,,0,0
2025-08-25,2025,8,25,Monday,0,0,,0,Summer Break,0,,0,0
2025-08-26,2025,8,26,Tuesday,0,0,,0,Summer Break,0,,0,0
2025-08-27,2025,8,27,Wednesday,0,0,,0,Summer Break,0,,0,0
2025-08-28,2025,8,28,Thursday,0,0,,0,Summer Break,0,,0,0
2025-08-29,2025,8,29,Friday,0,0,,0,Summer Break,0,,0,0
2025-08-30,2025,8,30,Saturday,1,0,,0,Summer Break,0,,0,0
2025-08-31,2025,8,31,Sunday,1,0,,0,Summer Break,0,,0,0
2025-09-01,2025,9,1,Monday,0,0,,0,In Session,0,,0,0
2025-09-02,2025,9,2,Tuesday,0,0,,0,In Session,0,,0,0
2025-09-03,2025,9,3,Wednesday,0,0,,0,In Session,0,,0,0
2025-09-04,2025,9,4,Thursday,0,1,Prophet's Birthday,0,In Session,0,,0,0
2025-09-05,2025,9,5,Friday,0,0,,0,In Session,0,,0,0
2025-09-06,2025,9,6,Saturday,1,0,,0,In Session,0,,0,0
2025-09-07,2025,9,7,Sunday,1,0,,0,In Session,0,,0,0
2025-09-08,2025,9,8,Monday,0,0,,0,In Session,0,,0,0
2025-09-09,2025,9,9,Tuesday,0,0,,0,In Session,0,,0,0
2025-09-10,2025,9,10,Wednesday,0,0,,0,In Session,0,,0,0
2025-09-11,2025,9,11,Thursday,0,0,,0,In Session,0,,0,0
2025-09-12,2025,9,12,Friday,0,0,,0,In Session,0,,0,0
2025-09-13,2025,9,13,Saturday,1,0,,0,In Session,0,,0,0
2025-09-14,2025,9,14,Sunday,1,0,,0,In Session,0,,0,0
2025-09-15,2025,9,15,Monday,0,0,,0,In Session,0,,0,0
2025-09-16,2025,9,16,Tuesday,0,0,,0,In Session,0,,0,0
2025-09-17,2025,9,17,Wednesday,0,0,,0,In Session,0,,0,0
2025-09-18,2025,9,18,Thursday,0,0,,0,In Session,0,,0,0
2025-09-19,2025,9,19,Friday,0,0,,0,In Session,0,,0,0
2025-09-20,2025,9,20,Saturday,1,0,,0,In Session,0,,0,0
2025-09-21,2025,9,21,Sunday,1,0,,0,In Session,0,,0,0
2025-09-22,2025,9,22,Monday,0,0,,0,In Session,0,,0,0
2025-09-23,2025,9,23,Tuesday,0,0,,0,In Session,0,,0,0
2025-09-24,2025,9,24,Wednesday,0,0,,0,In Session,0,,0,0
2025-09-25,2025,9,25,Thursday,0,0,,0,In Session,0,,0,0
2025-09-26,2025,9,26,Friday,0,0,,0,In Session,0,,0,0
2025-09-27,2025,9,27,Saturday,1,0,,0,In Session,0,,0,0
2025-09-28,2025,9,28,Sunday,1,0,,0,In Session,0,,0,0
2025-09-29,2025,9,29,Monday,0,0,,0,In Session,0,,0,0
2025-09-30,2025,9,30,Tuesday,0,0,,0,In Session,0,,0,0
2025-10-01,2025,10,1,Wednesday,0,0,,0,In Session,0,,0,0
2025-10-02,2025,10,2,Thursday,0,0,,0,In Session,0,,0,0
2025-10-03,2025,10,3,Friday,0,0,,0,In Session,0,,0,0
2025-10-04,2025,10,4,Saturday,1,0,,0,In Session,0,,0,0
2025-10-05,2025,10,5,Sunday,1,0,,0,In Session,0,,0,0
2025-10-06,2025,10,6,Monday,0,0,,0,In Session,0,,0,0
2025-10-07,2025,10,7,Tuesday,0,0,,0,In Session,0,,0,0
2025-10-08,2025,10,8,Wednesday,0,0,,0,In Session,0,,0,0
2025-10-09,2025,10,9,Thursday,0,0,,0,In Session,0,,0,0
2025-10-10,2025,10,10,Friday,0,0,,0,In Session,0,,0,0
2025-10-11,2025,10,11,Saturday,1,0,,0,In Session,0,,0,0
2025-10-12,2025,10,12,Sunday,1,0,,0,In Session,0,,0,0
2025-10-13,2025,10,13,Monday,0,0,,0,In Session,0,,0,0
2025-10-14,2025,10,14,Tuesday,0,0,,0,In Session,0,,0,0
2025-10-15,2025,10,15,Wednesday,0,0,,0,In Session,0,,0,0
2025-10-16,2025,10,16,Thursday,0,0,,0,In Session,0,,0,0
2025-10-17,2025,10,17,Friday,0,0,,0,In Session,0,,0,0
2025-10-18,2025,10,18,Saturday,1,0,,0,In Session,0,,0,0
2025-10-19,2025,10,19,Sunday,1,0,,0,In Session,0,,0,0
2025-10-20,2025,10,20,Monday,0,0,,0,In Session,0,,0,0
2025-10-21,2025,10,21,Tuesday,0,0,,0,In Session,0,,0,0
2025-10-22,2025,10,22,Wednesday,0,0,,0,In Session,0,,0,0
2025-10-23,2025,10,23,Thursday,0,0,,0,In Session,0,,0,0
2025-10-24,2025,10,24,Friday,0,0,,0,In Session,0,,0,0
2025-10-25,2025,10,25,Saturday,1,0,,0,In Session,0,,0,0
2025-10-26,2025,10,26,Sunday,1,0,,0,In Session,0,,0,0
2025-10-27,2025,10,27,Monday,0,0,,0,In Session,0,,0,0
2025-10-28,2025,10,28,Tuesday,0,0,,0,In Session,0,,0,0
2025-10-29,2025,10,29,Wednesday,0,0,,0,In Session,0,,0,0
2025-10-30,2025,10,30,Thursday,0,0,,0,In Session,0,,0,0
2025-10-31,2025,10,31,Friday,0,0,,0,In Session,0,,0,0
2025-11-01,2025,11,1,Saturday,1,0,,0,In Session,0,,0,0
2025-11-02,2025,11,2,Sunday,1,0,,0,In Session,0,,0,0
2025-11-03,2025,11,3,Monday,0,0,,0,In Session,0,,0,0
2025-11-04,2025,11,4,Tuesday,0,0,,0,In Session,0,,0,0
2025-11-05,2025,11,5,Wednesday,0,0,,0,In Session,0,,0,0
2025-11-06,2025,11,6,Thursday,0,0,,0,In Session,0,,0,0
2025-11-07,2025,11,7,Friday,0,0,,0,In Session,0,,0,0
2025-11-08,2025,11,8,Saturday,1,0,,0,In Session,0,,0,0
2025-11-09,2025,11,9,Sunday,1,0,,0,In Session,0,,0,0
2025-11-10,2025,11,10,Monday,0,0,,0,In Session,0,,0,0
2025-11-11,2025,11,11,Tuesday,0,0,,0,In Session,0,,0,0
2025-11-12,2025,11,12,Wednesday,0,0,,0,In Session,0,,0,0
2025-11-13,2025,11,13,Thursday,0,0,,0,In Session,0,,0,0
2025-11-14,2025,11,14,Friday,0,0,,0,In Session,0,,0,0
2025-11-15,2025,11,15,Saturday,1,0,,0,In Session,0,,0,0
2025-11-16,2025,11,16,Sunday,1,0,,0,In Session,0,,0,0
2025-11-17,2025,11,17,Monday,0,0,,0,In Session,0,,0,0
2025-11-18,2025,11,18,Tuesday,0,0,,0,In Session,0,,0,0
2025-11-19,2025,11,19,Wednesday,0,0,,0,In Session,0,,0,0
2025-11-20,2025,11,20,Thursday,0,0,,0,In Session,0,,0,0
2025-11-21,2025,11,21,Friday,0,0,,0,In Session,0,,0,0
2025-11-22,2025,11,22,Saturday,1,0,,0,In Session,0,,0,0
2025-11-23,2025,11,23,Sunday,1,0,,0,In Session,0,,0,0
2025-11-24,2025,11,24,Monday,0,0,,0,In Session,0,,0,0
2025-11-25,2025,11,25,Tuesday,0,0,,0,In Session,0,,0,0
2025-11-26,2025,11,26,Wednesday,0,0,,0,In Session,0,,0,0
2025-11-27,2025,11,27,Thursday,0,0,,0,In Session,0,,0,0
2025-11-28,2025,11,28,Friday,0,0,,0,In Session,0,,0,0
2025-11-29,2025,11,29,Saturday,1,0,,0,In Session,0,,0,0
2025-11-30,2025,11,30,Sunday,1,0,,0,In Session,0,,0,0
2025-12-01,2025,12,1,Monday,0,1,Commemoration Day,0,In Session,0,,0,0
2025-12-02,2025,12,2,Tuesday,0,1,UAE National Day,0,In Session,0,,0,0
2025-12-03,2025,12,3,Wednesday,0,1,UAE National Day,0,In Session,0,,0,0
2025-12-04,2025,12,4,Thursday,0,0,,0,In Session,0,,0,0
2025-12-05,2025,12,5,Friday,0,0,,0,In Session,0,,0,0
2025-12-06,2025,12,6,Saturday,1,0,,0,In Session,0,,0,0
2025-12-07,2025,12,7,Sunday,1,0,,0,In Session,0,,0,0
2025-12-08,2025,12,8,Monday,0,0,,0,In Session,1,,0,0
2025-12-09,2025,12,9,Tuesday,0,0,,0,In Session,1,,0,0
2025-12-10,2025,12,10,Wednesday,0,0,,0,Winter Break,1,,0,0
2025-12-11,2025,12,11,Thursday,0,0,,0,Winter Break,1,,0,0
2025-12-12,2025,12,12,Friday,0,0,,0,Winter Break,1,,0,0
2025-12-13,2025,12,13,Saturday,1,0,,0,Winter Break,1,,0,0
2025-12-14,2025,12,14,Sunday,1,0,,0,Winter Break,1,,0,0
2025-12-15,2025,12,15,Monday,0,0,,0,Winter Break,1,,0,0
2025-12-16,2025,12,16,Tuesday,0,0,,0,Winter Break,1,,0,0
2025-12-17,2025,12,17,Wednesday,0,0,,0,Winter Break,1,,0,0
2025-12-18,2025,12,18,Thursday,0,0,,0,Winter Break,1,,0,0
2025-12-19,2025,12,19,Friday,0,0,,0,Winter Break,1,,0,0
2025-12-20,2025,12,20,Saturday,1,0,,0,Winter Break,1,,0,0
2025-12-21,2025,12,21,Sunday,1,0,,0,Winter Break,1,,0,0
2025-12-22,2025,12,22,Monday,0,0,,0,Winter Break,1,,0,0
2025-12-23,2025,12,23,Tuesday,0,0,,0,Winter Break,1,,0,0
2025-12-24,2025,12,24,Wednesday,0,0,,0,Winter Break,1,,0,0
2025-12-25,2025,12,25,Thursday,0,0,,0,Winter Break,1,,0,0
2025-12-26,2025,12,26,Friday,0,0,,0,Winter Break,1,,0,0
2025-12-27,2025,12,27,Saturday,1,0,,0,Winter Break,1,,0,0
2025-12-28,2025,12,28,Sunday,1,0,,0,Winter Break,1,,0,0
2025-12-29,2025,12,29,Monday,0,0,,0,Winter Break,1,,0,0
2025-12-30,2025,12,30,Tuesday,0,0,,0,Winter Break,1,,0,0
2025-12-31,2025,12,31,Wednesday,0,0,,0,Winter Break,1,,0,0
